Municipio,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Total
420560 GALVAO,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2
420570 GAROPABA,28,9,9,11,12,4,6,13,2,7,101
420580 GARUVA,30,4,NA,NA,1,NA,NA,NA,NA,NA,35
420590 GASPAR,9,7,6,3,10,6,2,1,4,2,50
420600 GOVERNADOR CELSO RAMOS,23,10,16,12,12,2,4,4,5,4,92
420610 GRAO PARA,1,1,2,1,1,3,1,NA,NA,NA,10
420620 GRAVATAL,6,NA,1,NA,NA,7,1,NA,NA,1,16
420630 GUABIRUBA,2,NA,2,NA,NA,NA,2,40,NA,NA,46
420640 GUARACIABA,1,NA,4,2,10,5,1,2,1,2,28
420650 GUARAMIRIM,NA,1,NA,2,2,5,5,4,3,1,23
420660 GUARUJA DO SUL,1,1,3,NA,NA,NA,NA,1,NA,1,7
420665 GUATAMBU,NA,NA,NA,NA,NA,NA,1,35,NA,NA,36
420670 HERVAL D'OESTE,5,7,1,5,2,1,9,5,11,5,51
420675 IBIAM,15,7,NA,NA,NA,1,NA,NA,1,NA,24
420680 IBICARE,1,4,NA,2,1,NA,NA,2,2,1,13
420690 IBIRAMA,22,1,1,3,NA,3,2,1,NA,NA,33
420700 ICARA,2,3,2,4,1,4,4,3,3,5,31
420710 ILHOTA,2,1,3,NA,2,2,NA,1,1,NA,12
420720 IMARUI,2,NA,1,1,3,NA,2,3,2,1,15
420730 IMBITUBA,7,10,5,3,11,5,12,29,14,20,116
420740 IMBUIA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
420750 INDAIAL,5,4,2,4,3,NA,8,9,1,3,39
420757 IOMERE,NA,NA,NA,1,NA,1,NA,NA,NA,NA,2
420760 IPIRA,1,NA,2,2,2,1,1,NA,NA,1,10
420765 IPORA DO OESTE,7,NA,3,1,4,2,2,1,1,NA,21
420768 IPUACU,21,31,2,1,NA,NA,1,1,NA,NA,57
420770 IPUMIRIM,1,1,2,1,3,NA,NA,NA,NA,1,9
420775 IRACEMINHA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,2
420780 IRANI,8,14,3,NA,4,4,2,1,NA,1,37
420785 IRATI,NA,NA,NA,1,NA,NA,NA,2,NA,NA,3
420790 IRINEOPOLIS,1,2,NA,2,NA,54,12,7,4,3,85
420800 ITA,2,NA,NA,NA,1,1,3,2,NA,4,13
420810 ITAIOPOLIS,20,20,6,3,75,193,19,28,28,25,417
420820 ITAJAI,9,6,2,3,4,9,20,27,2,2,84
420830 ITAPEMA,14,9,15,39,7,2,8,18,2,5,119
420840 ITAPIRANGA,120,1,NA,1,NA,2,1,4,NA,1,130
420845 ITAPOA,21,2,2,NA,2,NA,NA,2,2,3,34
420850 ITUPORANGA,4,1,3,NA,1,NA,NA,1,1,2,13
420860 JABORA,NA,NA,1,1,NA,NA,1,1,NA,NA,4
420870 JACINTO MACHADO,4,1,6,NA,NA,2,1,4,1,3,22
420880 JAGUARUNA,4,NA,NA,NA,1,2,1,1,NA,2,11
420890 JARAGUA DO SUL,2,3,2,8,9,16,30,8,28,7,113
420895 JARDINOPOLIS,NA,NA,NA,2,NA,1,NA,NA,NA,NA,3
420900 JOACABA,3,6,5,2,1,2,5,9,15,12,60
420910 JOINVILLE,480,19,18,8,16,7,3,5,13,13,582
420915 JOSE BOITEUX,5,3,2,NA,NA,4,NA,1,1,NA,16
420920 LACERDOPOLIS,NA,NA,NA,NA,NA,2,1,NA,1,NA,4
420930 LAGES,38,50,23,24,4,1,6,7,4,4,161
420940 LAGUNA,6,9,7,1,3,2,2,1,5,1,37
420945 LAJEADO GRANDE,1,1,NA,NA,NA,1,NA,NA,NA,NA,3
420950 LAURENTINO,NA,1,NA,NA,NA,3,NA,1,NA,NA,5
420960 LAURO MULLER,3,6,NA,NA,NA,2,1,1,NA,NA,13
420970 LEBON REGIS,12,14,6,5,9,15,16,2,6,2,87
420980 LEOBERTO LEAL,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3
420985 LINDOIA DO SUL,NA,NA,NA,1,NA,NA,2,1,NA,2,6
420990 LONTRAS,4,2,NA,NA,1,1,1,1,NA,NA,10
421000 LUIZ ALVES,2,2,3,1,2,1,1,1,1,1,15
421003 LUZERNA,1,1,NA,3,NA,NA,2,NA,3,2,12
421005 MACIEIRA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
421010 MAFRA,55,45,25,21,198,439,40,52,42,34,951
421020 MAJOR GERCINO,3,3,2,3,2,NA,2,4,1,NA,20
421030 MAJOR VIEIRA,4,3,5,1,18,36,8,3,4,4,86
421040 MARACAJA,2,2,3,1,1,1,3,1,NA,NA,14
421050 MARAVILHA,NA,NA,3,NA,1,1,1,7,NA,4,17
421055 MAREMA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
421060 MASSARANDUBA,NA,1,NA,NA,2,2,1,2,NA,NA,8
421070 MATOS COSTA,1,2,NA,NA,NA,1,1,NA,NA,NA,5
421080 MELEIRO,1,NA,NA,1,NA,NA,1,NA,1,NA,4
421085 MIRIM DOCE,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2
421100 MONDAI,67,62,12,4,NA,NA,NA,2,NA,1,148
421105 MONTE CARLO,8,3,4,2,5,4,4,1,1,1,33
421110 MONTE CASTELO,13,12,12,7,37,86,10,15,11,12,215
421120 MORRO DA FUMACA,1,3,1,3,NA,1,2,NA,1,2,14
421125 MORRO GRANDE,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1
421130 NAVEGANTES,10,6,1,11,4,3,9,16,13,10,83
421140 NOVA ERECHIM,NA,NA,NA,NA,1,NA,NA,4,NA,NA,5
421145 NOVA ITABERABA,NA,NA,NA,NA,1,NA,NA,6,1,NA,8
421150 NOVA TRENTO,8,65,43,12,20,4,10,17,NA,10,189
421160 NOVA VENEZA,4,1,2,1,3,2,1,2,2,1,19
421165 NOVO HORIZONTE,NA,NA,NA,NA,1,NA,1,NA,NA,NA,2
421170 ORLEANS,2,2,NA,NA,NA,NA,1,NA,NA,NA,5
421175 OTACILIO COSTA,37,7,7,NA,NA,NA,1,NA,2,NA,54
421180 OURO,5,11,3,1,1,1,2,4,1,1,30
421185 OURO VERDE,2,3,NA,NA,NA,1,NA,NA,NA,NA,6
421187 PAIAL,NA,NA,NA,NA,NA,1,NA,5,NA,NA,6
421189 PAINEL,1,NA,NA,NA,NA,NA,1,NA,1,NA,3
421190 PALHOCA,224,102,178,75,168,72,58,61,63,39,1040
421200 PALMA SOLA,NA,NA,NA,1,1,NA,NA,3,NA,NA,5
421205 PALMEIRA,2,NA,NA,NA,NA,NA,NA,NA,1,1,4
421210 PALMITOS,NA,NA,3,NA,2,3,1,23,3,2,37
421220 PAPANDUVA,16,16,13,12,9,100,9,9,12,10,206
421223 PARAISO,NA,NA,2,2,NA,1,NA,NA,NA,NA,5
421225 PASSO DE TORRES,NA,2,3,2,1,1,2,1,1,2,15
421227 PASSOS MAIA,6,1,NA,3,1,NA,NA,NA,NA,NA,11
421230 PAULO LOPES,8,15,7,6,5,3,2,7,5,2,60
421240 PEDRAS GRANDES,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
421250 PENHA,NA,2,NA,2,1,1,2,4,4,2,18
421260 PERITIBA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3
421265 PESCARIA BRAVA,2,NA,1,NA,NA,NA,NA,1,1,NA,5
421270 PETROLANDIA,1,NA,NA,NA,1,NA,1,NA,NA,NA,3
421280 BALNEARIO PICARRAS,6,1,NA,2,2,1,2,7,2,NA,23
421290 PINHALZINHO,1,2,1,1,2,NA,NA,14,1,NA,22
421300 PINHEIRO PRETO,6,1,NA,1,1,NA,NA,NA,NA,1,10
421310 PIRATUBA,2,1,1,3,1,1,2,2,NA,1,14
421315 PLANALTO ALEGRE,2,NA,NA,NA,NA,NA,NA,13,NA,NA,15
421320 POMERODE,NA,2,1,2,NA,NA,NA,2,NA,NA,7
421330 PONTE ALTA,8,4,1,NA,1,1,NA,NA,1,1,17
421335 PONTE ALTA DO NORTE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
421340 PONTE SERRADA,17,8,2,8,3,NA,2,4,2,NA,46
421350 PORTO BELO,3,3,3,20,5,4,1,11,1,3,54
421360 PORTO UNIAO,8,6,5,2,3,12,1,3,1,NA,41
421370 POUSO REDONDO,12,3,3,3,2,3,1,10,NA,NA,37
421380 PRAIA GRANDE,NA,1,5,2,3,4,6,7,1,2,31
421390 PRESIDENTE CASTELLO BRANCO,NA,NA,NA,NA,1,NA,1,NA,NA,NA,2
421400 PRESIDENTE GETULIO,34,8,NA,1,1,2,3,1,2,1,53
421410 PRESIDENTE NEREU,NA,NA,1,1,NA,NA,NA,NA,NA,NA,2
421415 PRINCESA,NA,NA,1,1,NA,NA,NA,2,NA,NA,4
421420 QUILOMBO,NA,1,1,NA,NA,1,NA,20,NA,NA,23
421430 RANCHO QUEIMADO,3,3,2,2,NA,4,NA,NA,1,NA,15
421440 RIO DAS ANTAS,5,4,1,1,1,1,3,1,NA,NA,17
421450 RIO DO CAMPO,NA,2,NA,1,1,3,NA,1,NA,1,9
421460 RIO DO OESTE,3,NA,NA,NA,2,2,1,NA,NA,NA,8
421470 RIO DOS CEDROS,1,1,4,1,NA,NA,32,4,NA,NA,43
421480 RIO DO SUL,7,7,9,3,6,5,2,8,3,4,54
421490 RIO FORTUNA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,2
421500 RIO NEGRINHO,2,4,11,12,22,34,12,16,25,14,152
421505 RIO RUFINO,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
421507 RIQUEZA,3,1,NA,1,1,1,2,9,2,NA,20
421510 RODEIO,1,1,NA,1,1,NA,25,2,1,NA,32
421530 SALETE,NA,NA,NA,1,NA,3,1,4,2,NA,11
421535 SALTINHO,NA,NA,1,NA,NA,NA,1,3,NA,NA,5
421540 SALTO VELOSO,2,NA,1,NA,1,3,2,NA,1,NA,10
421545 SANGAO,3,2,NA,NA,NA,1,NA,NA,1,1,8
421550 SANTA CECILIA,3,NA,NA,1,1,2,NA,1,3,1,12
421555 SANTA HELENA,NA,NA,1,2,NA,1,NA,NA,NA,NA,4
421560 SANTA ROSA DE LIMA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1
421565 SANTA ROSA DO SUL,2,2,2,2,3,NA,2,1,2,1,17
421567 SANTA TEREZINHA,8,1,5,1,9,11,1,3,3,2,44
421568 SANTA TEREZINHA DO PROGRESSO,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2
421569 SANTIAGO DO SUL,NA,NA,NA,NA,2,NA,NA,2,NA,NA,4
421570 SANTO AMARO DA IMPERATRIZ,28,11,14,8,21,9,7,6,5,5,114
421575 SAO BERNARDINO,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3
421580 SAO BENTO DO SUL,22,12,3,5,11,28,8,5,15,5,114
421590 SAO BONIFACIO,1,2,2,2,1,NA,4,NA,NA,NA,12
421600 SAO CARLOS,7,1,1,NA,NA,1,2,26,NA,1,39
421605 SAO CRISTOVAO DO SUL,NA,NA,1,1,NA,NA,NA,1,NA,NA,3
421610 SAO DOMINGOS,6,6,NA,NA,2,NA,1,1,1,NA,17
421620 SAO FRANCISCO DO SUL,29,2,3,2,2,16,23,9,1,4,91
421625 SAO JOAO DO OESTE,16,NA,2,NA,1,1,1,5,NA,NA,26
421630 SAO JOAO BATISTA,16,19,7,5,8,29,5,18,5,1,113
421635 SAO JOAO DO ITAPERIU,2,NA,NA,NA,NA,NA,NA,NA,1,NA,3
421640 SAO JOAO DO SUL,NA,NA,3,2,NA,2,NA,NA,3,2,12
421650 SAO JOAQUIM,6,10,7,7,11,1,4,2,4,8,60
421660 SAO JOSE,289,139,161,88,197,84,65,60,51,31,1165
421670 SAO JOSE DO CEDRO,1,NA,2,1,2,1,NA,6,1,NA,14
421680 SAO JOSE DO CERRITO,5,NA,1,NA,NA,NA,1,1,NA,1,9
421690 SAO LOURENCO DO OESTE,2,NA,NA,NA,1,3,2,1,NA,2,11
421700 SAO LUDGERO,4,1,2,2,2,3,NA,NA,NA,NA,14
421710 SAO MARTINHO,6,1,NA,1,1,1,1,NA,NA,NA,11
421720 SAO MIGUEL DO OESTE,1,1,5,1,NA,1,NA,11,NA,1,21
421725 SAO PEDRO DE ALCANTARA,2,1,2,NA,3,2,1,1,1,1,14
421730 SAUDADES,NA,NA,1,NA,1,NA,1,7,NA,NA,10
421740 SCHROEDER,1,NA,NA,2,NA,1,2,4,1,NA,11
421750 SEARA,2,NA,3,1,1,2,7,4,1,2,23
421760 SIDEROPOLIS,NA,1,NA,1,NA,NA,NA,1,2,NA,5
421770 SOMBRIO,16,10,13,8,2,5,1,6,3,5,69
421780 TAIO,5,12,2,3,7,14,NA,16,5,1,65
421790 TANGARA,69,18,1,1,2,1,6,2,1,NA,101
421795 TIGRINHOS,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1
421800 TIJUCAS,34,28,22,24,23,15,16,14,16,11,203
421810 TIMBE DO SUL,1,1,1,NA,NA,2,5,NA,1,1,12
421820 TIMBO,3,5,3,NA,NA,4,92,5,NA,2,114
421825 TIMBO GRANDE,3,2,1,1,5,4,1,4,NA,NA,21
421830 TRES BARRAS,26,18,29,41,12,19,6,11,9,10,181
421835 TREVISO,1,1,NA,NA,1,NA,1,NA,NA,NA,4
421840 TREZE DE MAIO,1,NA,1,1,1,NA,1,NA,2,2,9
421850 TREZE TILIAS,2,4,1,2,2,1,2,NA,2,1,17
421860 TROMBUDO CENTRAL,NA,NA,1,1,1,NA,NA,3,NA,NA,6
421870 TUBARAO,13,3,3,1,8,10,3,5,1,5,52
421875 TUNAPOLIS,2,NA,1,1,NA,1,NA,NA,NA,NA,5
421880 TURVO,1,2,6,1,3,1,1,5,1,2,23
421885 UNIAO DO OESTE,NA,NA,1,NA,NA,NA,NA,3,NA,NA,4
421890 URUBICI,31,13,7,5,7,1,2,2,2,2,72
421895 URUPEMA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,3
421900 URUSSANGA,NA,2,NA,NA,NA,1,3,1,NA,2,9
421910 VARGEAO,2,1,NA,NA,NA,NA,NA,NA,2,NA,5
421915 VARGEM,1,NA,NA,1,NA,NA,1,NA,2,NA,5
421917 VARGEM BONITA,1,1,NA,3,NA,1,1,1,NA,1,9
421920 VIDAL RAMOS,NA,1,1,NA,NA,NA,NA,1,NA,NA,3
421930 VIDEIRA,9,7,3,6,16,9,5,7,3,3,68
421935 VITOR MEIRELES,7,3,NA,1,NA,NA,NA,NA,1,NA,12
421940 WITMARSUM,6,NA,NA,NA,NA,1,1,NA,1,NA,9
421950 XANXERE,59,54,2,7,3,3,1,15,2,3,149
421960 XAVANTINA,7,1,NA,NA,1,1,1,NA,NA,1,12
421970 XAXIM,9,2,2,2,3,6,3,18,2,2,49
421985 ZORTEA,7,4,6,1,1,1,NA,2,NA,NA,22
422000 BALNEARIO RINCAO,NA,1,NA,1,1,NA,NA,4,1,4,12
430003 ACEGUA,NA,1,NA,1,NA,NA,2,NA,1,NA,5
430005 AGUA SANTA,NA,NA,NA,NA,NA,NA,1,1,NA,2,4
430010 AGUDO,2,6,6,5,2,1,2,4,10,6,44
430020 AJURICABA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1
430030 ALECRIM,1,NA,NA,NA,NA,NA,1,1,NA,NA,3
430040 ALEGRETE,4,1,NA,3,6,2,1,2,NA,4,23
430045 ALEGRIA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
430047 ALMIRANTE TAMANDARE DO SUL,NA,NA,1,NA,NA,NA,NA,NA,1,NA,2
430050 ALPESTRE,2,1,1,NA,NA,NA,1,NA,NA,NA,5
430055 ALTO ALEGRE,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1
430057 ALTO FELIZ,1,1,NA,NA,NA,NA,NA,1,NA,NA,3
430060 ALVORADA,23,36,10,3,12,36,24,10,2,1,157
430063 AMARAL FERRADOR,1,NA,2,3,2,3,NA,1,1,3,16
430064 AMETISTA DO SUL,NA,1,1,6,3,NA,3,2,1,1,18
430070 ANTA GORDA,2,NA,1,1,NA,1,NA,1,NA,NA,6
430080 ANTONIO PRADO,1,NA,2,1,2,5,1,1,NA,2,15
430087 ARARICA,6,1,1,2,1,NA,NA,NA,NA,NA,11
430090 ARATIBA,NA,1,1,NA,NA,NA,NA,1,1,1,5
430100 ARROIO DO MEIO,4,4,3,3,4,NA,2,NA,NA,2,22
430105 ARROIO DO SAL,1,NA,NA,1,1,NA,1,1,NA,1,6
430107 ARROIO DO PADRE,2,8,4,3,7,5,2,4,6,5,46
430110 ARROIO DOS RATOS,2,11,1,NA,NA,2,1,NA,NA,NA,17
430120 ARROIO DO TIGRE,2,1,1,NA,1,NA,NA,NA,NA,NA,5
430130 ARROIO GRANDE,18,18,11,15,20,7,9,15,25,8,146
430140 ARVOREZINHA,17,2,1,5,3,3,5,3,1,2,42
430150 AUGUSTO PESTANA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2
430155 AUREA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
430160 BAGE,14,13,24,40,12,4,7,9,8,10,141
430163 BALNEARIO PINHAL,7,4,4,4,2,NA,6,4,1,1,33
430165 BARAO,NA,NA,NA,NA,1,NA,1,2,NA,1,5
430170 BARAO DE COTEGIPE,NA,NA,1,NA,NA,NA,NA,1,NA,NA,2
430175 BARAO DO TRIUNFO,1,2,NA,NA,NA,NA,2,NA,NA,1,6
430180 BARRACAO,5,2,NA,1,NA,NA,NA,NA,NA,NA,8
430185 BARRA DO GUARITA,6,NA,NA,1,1,NA,NA,NA,NA,NA,8
430187 BARRA DO QUARAI,NA,NA,1,1,1,NA,NA,NA,NA,NA,3
430190 BARRA DO RIBEIRO,5,7,NA,1,1,1,2,4,NA,NA,21
430195 BARRA FUNDA,5,2,1,NA,NA,NA,NA,NA,NA,NA,8
430200 BARROS CASSAL,6,10,11,8,2,3,3,3,NA,1,47
430205 BENJAMIN CONSTANT DO SUL,NA,NA,1,5,NA,NA,NA,2,NA,NA,8
430210 BENTO GONCALVES,3,2,1,2,NA,1,1,NA,2,NA,12
430215 BOA VISTA DAS MISSOES,3,NA,NA,NA,NA,1,1,NA,NA,1,6
430223 BOA VISTA DO INCRA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,4
430225 BOA VISTA DO SUL,NA,NA,NA,1,NA,NA,1,NA,NA,NA,2
430230 BOM JESUS,24,15,17,14,19,29,15,18,5,NA,156
430235 BOM PRINCIPIO,3,4,1,2,1,3,1,2,2,1,20
430237 BOM PROGRESSO,NA,NA,NA,NA,NA,NA,1,NA,1,NA,2
430240 BOM RETIRO DO SUL,1,1,NA,NA,2,NA,1,1,NA,NA,6
430245 BOQUEIRAO DO LEAO,21,24,NA,NA,3,NA,1,NA,NA,NA,49
430250 BOSSOROCA,1,1,2,NA,1,NA,NA,NA,NA,NA,5
430260 BRAGA,1,NA,NA,1,1,NA,NA,NA,NA,NA,3
430265 BROCHIER,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2
430270 BUTIA,5,9,3,1,2,1,3,NA,2,1,27
430280 CACAPAVA DO SUL,14,2,2,NA,3,6,NA,8,3,1,39
430290 CACEQUI,4,4,2,3,3,2,4,1,6,1,30
430300 CACHOEIRA DO SUL,1,2,2,1,17,7,14,5,2,4,55
430310 CACHOEIRINHA,137,134,124,82,15,12,13,2,12,3,534
430320 CACIQUE DOBLE,5,NA,1,NA,NA,1,NA,NA,NA,NA,7
430330 CAIBATE,1,2,NA,NA,NA,NA,1,NA,1,NA,5
430340 CAICARA,NA,2,NA,NA,NA,NA,NA,1,1,NA,4
430350 CAMAQUA,9,3,4,3,4,3,2,2,7,NA,37
430355 CAMARGO,NA,NA,NA,2,NA,1,NA,NA,NA,NA,3
430360 CAMBARA DO SUL,1,1,2,4,3,NA,NA,2,NA,NA,13
430367 CAMPESTRE DA SERRA,3,6,2,1,2,6,1,3,NA,NA,24
430370 CAMPINA DAS MISSOES,NA,2,NA,NA,NA,NA,NA,NA,1,NA,3
430380 CAMPINAS DO SUL,NA,NA,NA,NA,1,NA,NA,NA,1,NA,2
430390 CAMPO BOM,9,3,2,8,11,9,5,2,33,13,95
430400 CAMPO NOVO,2,1,NA,NA,NA,1,NA,1,NA,NA,5
430410 CAMPOS BORGES,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1
430420 CANDELARIA,2,3,3,2,3,4,2,2,3,2,26
430430 CANDIDO GODOI,NA,NA,NA,NA,NA,NA,1,1,NA,NA,2
430435 CANDIOTA,1,3,NA,5,3,1,NA,NA,NA,1,14
430440 CANELA,10,2,1,2,1,NA,1,1,1,2,21
430450 CANGUCU,24,33,28,86,31,24,14,20,23,18,301
430460 CANOAS,910,956,460,82,68,55,53,48,12,10,2654
430462 CAPAO BONITO DO SUL,1,4,1,NA,NA,NA,NA,NA,NA,NA,6
430463 CAPAO DA CANOA,17,12,6,5,10,5,20,9,2,2,88
430465 CAPAO DO CIPO,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
430466 CAPAO DO LEAO,63,73,62,74,82,57,44,44,50,41,590
430467 CAPIVARI DO SUL,1,1,NA,1,1,NA,NA,NA,NA,NA,4
430468 CAPELA DE SANTANA,2,1,NA,3,1,NA,2,1,NA,1,11
430469 CAPITAO,1,NA,NA,1,NA,NA,NA,NA,1,NA,3
430470 CARAZINHO,5,3,3,3,3,3,NA,NA,4,5,29
430471 CARAA,2,1,1,2,NA,NA,2,1,1,NA,10
430480 CARLOS BARBOSA,1,1,NA,1,2,1,2,3,NA,NA,11
430490 CASCA,NA,NA,1,3,NA,NA,1,NA,1,3,9
430495 CASEIROS,5,1,1,NA,NA,1,NA,NA,1,1,10
430500 CATUIPE,1,1,NA,NA,1,NA,NA,NA,1,NA,4
430510 CAXIAS DO SUL,82,90,11,6,5,16,17,22,9,5,263
430512 CERRITO,11,10,12,5,2,3,3,4,3,3,56
430513 CERRO BRANCO,NA,1,NA,1,2,NA,1,NA,NA,NA,5
430515 CERRO GRANDE,2,1,NA,1,1,NA,NA,NA,1,NA,6
430517 CERRO GRANDE DO SUL,NA,2,NA,NA,1,NA,NA,NA,NA,NA,3
430520 CERRO LARGO,NA,7,1,NA,1,NA,NA,1,NA,NA,10
430530 CHAPADA,12,7,2,1,2,NA,NA,2,1,NA,27
430535 CHARQUEADAS,7,14,1,1,1,2,1,1,NA,NA,28
430537 CHARRUA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
430540 CHIAPETTA,NA,2,1,NA,NA,NA,NA,NA,1,5,9
430543 CHUI,2,1,1,NA,1,1,NA,NA,NA,NA,6
430544 CHUVISCA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,2
430545 CIDREIRA,17,7,4,3,2,1,4,4,6,3,51
430550 CIRIACO,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
430560 COLORADO,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
430570 CONDOR,NA,1,1,1,NA,NA,1,NA,2,2,8
430580 CONSTANTINA,4,10,3,10,5,1,1,2,1,NA,37
430585 COQUEIROS DO SUL,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1
430587 CORONEL BARROS,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
430590 CORONEL BICACO,3,NA,1,NA,NA,1,NA,NA,NA,NA,5
430593 CORONEL PILAR,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2
430600 CRISSIUMAL,3,1,1,NA,NA,1,NA,2,NA,2,10
430605 CRISTAL,1,1,3,3,9,2,4,4,1,1,29
430607 CRISTAL DO SUL,NA,NA,1,2,2,NA,1,NA,1,NA,7
430610 CRUZ ALTA,12,10,7,5,4,2,2,2,1,2,47
430620 CRUZEIRO DO SUL,1,4,NA,NA,1,1,NA,NA,NA,NA,7
430630 DAVID CANABARRO,1,NA,NA,NA,NA,NA,NA,NA,4,1,6
430632 DERRUBADAS,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
430635 DEZESSEIS DE NOVEMBRO,NA,NA,1,NA,NA,NA,NA,1,NA,NA,2
430637 DILERMANDO DE AGUIAR,NA,NA,2,NA,1,1,NA,3,2,2,11
430640 DOIS IRMAOS,8,5,9,5,1,2,2,2,3,NA,37
430642 DOIS IRMAOS DAS MISSOES,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
430650 DOM FELICIANO,1,1,1,NA,1,NA,NA,NA,NA,1,5
430660 DOM PEDRITO,3,5,3,2,3,2,4,2,2,3,29
430670 DONA FRANCISCA,NA,1,NA,1,3,NA,NA,1,1,NA,7
430673 DOUTOR MAURICIO CARDOSO,NA,NA,1,1,NA,1,NA,NA,NA,NA,3
430676 ELDORADO DO SUL,11,17,8,8,1,1,2,7,7,3,65
430680 ENCANTADO,2,7,1,NA,1,NA,4,4,1,1,21
430690 ENCRUZILHADA DO SUL,8,3,5,3,1,NA,1,4,17,7,49
430692 ENGENHO VELHO,3,1,NA,NA,NA,NA,NA,NA,NA,NA,4
430693 ENTRENAIJUIS,NA,NA,NA,NA,1,NA,NA,NA,1,NA,2
430695 ENTRE RIOS DO SUL,NA,1,2,NA,NA,NA,NA,NA,NA,NA,3
430697 EREBANGO,3,4,1,2,NA,NA,1,NA,NA,NA,11
430700 ERECHIM,4,11,11,4,8,11,2,6,7,7,71
430705 ERNESTINA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
430710 HERVAL,14,11,10,6,7,3,1,4,5,6,67
430720 ERVAL GRANDE,NA,1,NA,NA,NA,1,1,2,NA,1,6
430730 ERVAL SECO,5,5,1,5,2,1,2,3,1,NA,25
430740 ESMERALDA,6,3,5,3,3,3,2,7,NA,1,33
430745 ESPERANCA DO SUL,NA,NA,NA,NA,NA,1,NA,NA,NA,3,4
430750 ESPUMOSO,NA,2,1,1,2,2,NA,NA,NA,2,10
430755 ESTACAO,NA,1,4,1,1,9,NA,3,NA,1,20
430760 ESTANCIA VELHA,7,3,7,2,2,7,2,5,8,7,50
430770 ESTEIO,82,45,27,11,14,20,36,42,19,19,315
430780 ESTRELA,9,1,NA,1,1,NA,NA,NA,NA,1,13
430781 ESTRELA VELHA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2
430783 EUGENIO DE CASTRO,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
430790 FARROUPILHA,14,3,5,3,4,5,4,2,4,2,46
430800 FAXINAL DO SOTURNO,2,1,1,5,7,NA,1,2,3,NA,22
430805 FAXINALZINHO,1,1,NA,2,NA,NA,NA,NA,NA,NA,4
430807 FAZENDA VILANOVA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
430810 FELIZ,3,1,1,1,NA,NA,1,NA,2,1,10
430820 FLORES DA CUNHA,NA,2,NA,NA,2,2,2,5,1,1,15
430825 FLORIANO PEIXOTO,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1
430830 FONTOURA XAVIER,8,5,4,6,1,3,4,3,NA,1,35
430840 FORMIGUEIRO,NA,NA,NA,2,1,3,2,6,2,2,18
430843 FORQUETINHA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1
430845 FORTALEZA DOS VALOS,NA,1,2,NA,NA,NA,NA,NA,NA,NA,3
430850 FREDERICO WESTPHALEN,4,2,6,3,5,4,2,2,NA,6,34
430860 GARIBALDI,2,3,6,10,1,NA,2,2,NA,NA,26
430865 GARRUCHOS,4,NA,NA,1,NA,NA,NA,NA,NA,NA,5
430870 GAURAMA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3
430880 GENERAL CAMARA,8,4,NA,NA,NA,1,NA,NA,1,NA,14
